ID,total_amount
144,24.118754777294004
145,49.15821449072368
146,141.30854851318006
147,18.26036827150826
148,92.45091601650225
149,28.349486816761033
150,23.696134930108176
151,42.35712714928271
152,31.651132646594377
153,24.170604062421724
154,24.152036336447246
155,24.563894812748202
156,33.62052316877329
157,15.388738414643143
158,25.895274964372824
159,24.50754395847327
160,34.35222692893751
161,32.03724770258508
162,36.599608089389875
163,15.3707799623304
164,23.720460003961765
165,28.348357469359957
166,28.891512052471143
167,29.987166429275902
168,16.985065243345414
169,19.81390715029153
170,94.21881965788646
171,24.200910658381275
172,29.02927307753464
173,44.82939731282859
174,26.18519042602005
175,30.98784683126214
176,60.97248256087734
177,27.194886402282226
178,19.947083665989922
179,13.864150074462735
180,27.73182729676797
181,23.38044715916591
182,66.12797397971255
183,30.258297199040516
184,46.13236596299114
185,27.484846460801624
186,18.928891599357947
187,94.6046231082749
188,90.83364069352356
189,86.14005690572532
190,24.810607223709994
191,17.52832485019609
192,26.96713012304452
193,34.01844662225967
194,64.4747036855564
195,29.695388595312636
196,28.89184949417106
197,21.240454307624045
198,69.2303530631626
199,12.949823056789175
200,-25.969112677594822
201,17.04170780732253
202,26.941470891934046
203,18.982552729306718
204,20.42038439565888
205,33.06573032452251
206,26.710905909586625
207,16.971597205401682
208,18.717690116507868
209,28.070094280985256
210,25.37049766645135
211,17.34872570980624
212,16.085554793082537
213,18.034972040175475
214,18.978373092311312
215,21.436246509632916
216,24.314744851793343
217,19.63180129232313
218,21.4186233088575
219,73.80843217629389
220,20.242310503412682
221,26.59335395115769
222,51.208961784797964
223,21.8949345150531
224,27.653873122512117
225,66.8476941200866
226,22.036272126108944
227,15.499005874189745
228,30.17667009010978
229,24.73199121681353
230,13.229201647494119
231,17.587729273495906
232,20.669956060173078
233,17.963043292973556
234,19.259533268126503
235,26.30004790841294
236,36.796799153782764
237,25.18764111319677
238,17.844901420101714
239,15.233771106259294
240,13.42935522376898
241,23.270833777068077
242,22.119256074458598
243,22.51409873189145
244,16.157126035088137
245,17.473224200595666
246,16.824428706729694
247,24.449807217636007
248,22.587837258020098
249,16.263878270131592
250,21.936124345062012
251,27.83832405383646
252,72.00503263378366
253,21.741530811655945
254,46.74715495978079
255,19.34544315666238
256,31.52385293472884
257,85.25954689027051
258,62.66338998978769
259,27.169206602316944
260,13.644939482023041
261,25.055678096580426
262,19.85033682941249
263,103.9291741905759
264,22.860774013421718
265,28.098873862808937
266,21.49794150943989
267,22.88572979571539
268,35.30417177398182
269,29.14153208378365
270,18.992752785681265
271,137.8404950741138
272,14.126412020375827
273,24.692187675331454
274,18.0360096654977
275,22.51316384031043
276,27.832895503186478
277,26.67846939984275
278,25.352950700511094
279,19.81458586557272
280,22.37460080909608
281,31.569727069155302
282,27.83438917060396
283,29.527917746173898
284,24.546165813112047
285,52.06430632537923
286,17.733218720259107
287,26.2096258070107
288,26.194609704155777
289,27.952817817743213
290,107.46383595774009
291,16.911990839579904
292,32.90727097328482
293,83.14212298668203
294,71.74151349118421
295,70.16943814867167
296,38.93626974440241
297,40.90301405405838
298,22.34370794976656
299,18.894220105326
300,14.480360615372831
301,20.800728180863103
302,16.79965437562168
303,30.680943968756527
304,33.83455463882401
305,22.189228161807065
306,16.764257605732066
307,27.36441687796288
308,20.464310681781388
309,14.322809820415557
310,22.246439635200474
311,24.892895620439553
312,25.88722438533942
313,20.934761381117397
314,18.41014334338493
315,21.854729886232292
316,29.38694765046765
317,24.460326646686678
318,23.46280324110387
319,19.600144108919952
320,27.092365914970685
321,17.725141045567007
322,29.529401252785302
323,21.00928189505623
324,16.01598888651191
325,28.80066980925677
326,18.56353403028985
327,19.007266352071426
328,17.22738740016941
329,67.95214884258618
330,103.82686076681014
331,21.676436454052297
332,17.321020785363647
333,20.216747218824334
334,29.17016495702312
335,26.21972868809658
336,26.39903604248211
337,12.320575768313972
338,12.984437361572876
339,72.427187694478
340,58.23921564014741
341,30.34150582720767
342,26.09027592014313
343,15.476496211189819
344,25.92366172424064
345,27.53119098270627
346,21.84401568220494
347,146.8176398304721
348,30.020562994696586
349,21.27728512307078
350,26.054411628217444
351,23.18887236391707
352,27.440424762334484
353,25.634879081676747
354,30.508310483529424
355,27.986801723462577
356,29.191741963525345
357,22.316796074518308
358,20.813307486015635
359,17.174799311599877
360,49.524802475276644
361,21.225539049619684
362,13.318200646424714
363,17.81973116522526
364,19.59895189877766
365,19.4120072729872
366,15.577690416108993
367,22.521135806345626
368,25.361007260717557
369,31.240236340272226
370,32.53383970091707
371,24.38162486076076
372,27.747784077178775
373,21.030375956611508
374,61.22203248909205
375,49.01876367941494
376,22.102896148481204
377,20.75071107724329
378,19.142362748235033
379,25.467937892991287
380,21.396992095306622
381,25.791946288700526
382,25.831007510236347
383,22.96522928363496
384,24.733495696776785
385,27.667958976725345
386,12.108054327732379
387,22.034348167158576
388,21.970812585976596
389,32.50078499143839
390,22.161205017075563
391,26.903125112825144
392,23.080788091158446
393,28.005177146377093
394,20.741416313899013
395,74.48044055552316
396,25.2232286834989
397,23.97749251495283
398,102.12316673194292
399,27.196001472468957
400,12.52921351809189
401,13.071263809542359
402,24.183168615019135
403,20.197365451232272
404,22.11203909921487
405,64.13382449041333
406,20.201172458962724
407,21.57104101682029
408,17.534071069913587
409,28.6724106995278
410,28.320867750140614
411,96.59749006431352
412,26.77083490945619
413,23.4889285066753
414,19.956110269445222
415,19.881437246561937
416,25.439863518057276
417,32.398621592320424
418,17.610475526959398
419,18.207376667970532
420,-25.366238883384455
421,22.836850358100854
422,27.34444324894161
423,23.105453505631854
424,13.99930837271381
425,21.27196516709845
426,27.98880299202239
427,26.403427342580834
428,19.810161854456453
429,29.840506498238902
430,19.12148526414214
431,24.3607609575999
432,20.159382935575994
433,21.46648645929671
434,25.571934364240356
435,24.456008028757303
436,26.522899125307873
437,29.392250948804055
438,23.75933141336106
439,18.87314896106544
440,21.121317319446927
441,20.231730309130597
442,30.880051655674958
443,20.46623494632971
444,23.220255752921176
445,19.29592293725442
446,63.289468878285994
447,23.9083983946447
448,25.746999861605907
449,24.269657245692592
450,18.10762798307691
451,23.75170920945723
452,29.445759671918513
453,29.483390614742596
454,71.08851480523822
455,37.94673818792173
456,25.20106404332575
457,16.71635211845752
458,15.81885814926217
459,16.857936517758024
460,29.560783005946
461,18.532484619774838
462,20.60020587594711
463,19.578110207012443
464,27.92007328531734
465,18.378287830215722
466,20.19329895574119
467,18.08022748259094
468,13.515691115397697
469,29.38832138148971
470,27.20401877101719
471,47.338938090781625
472,19.06708848469502
473,29.91814757963101
474,20.347585672604392
475,20.692460464514518
476,20.14614057234322
477,23.493782761896647
478,25.331440134708178
479,24.70813632138576
480,24.691691917222794
481,22.53924104903023
482,27.536734063472927
483,21.602784218269775
484,19.46702824287329
485,31.741544707456544
486,18.03762440192182
487,34.930185100930984
488,34.80481808049263
489,15.483906669335763
490,25.293155938524443
491,21.935820093868884
492,32.414462703500746
493,28.93938556812815
494,27.861568338734063
495,33.17479932315342
496,15.510920300451854
497,20.38000015716261
498,22.71712028884031
499,20.11355810193433
500,19.61094375482474
501,21.21367740806157
502,28.477711356653266
503,16.7694629346052
504,74.50994249772035
505,22.057030128340283
506,27.484566849520885
507,18.197310920332587
508,64.3727488287812
509,24.77327426298522
510,56.817758468648904
511,22.392452204040808
512,69.09983114955304
513,19.224849873774847
514,29.315109684136466
515,21.274144797073514
516,28.07286072098519
517,29.526306079808773
518,21.737851258395423
519,33.46361957061811
520,25.65215998988862
521,15.990579058003942
522,28.0009010200627
523,22.484976578324844
524,20.701054677233067
525,20.37117222317843
526,20.157194031726036
527,15.538183416267579
528,45.7523988549262
529,29.63774722661296
530,19.562779976796538
531,15.90598071656288
532,27.74827024147459
533,61.14086766304568
534,28.805577678820544
535,23.76999713019955
536,27.06032618859168
537,21.076515301635702
538,20.18692003580393
539,19.96774311629659
540,19.126156889272167
541,24.960528718028975
542,16.84315251560701
543,93.30075871915992
544,25.540849387812187
545,20.037893982425054
546,24.189341102068205
547,32.79218434441451
548,103.60559481542111
549,20.796556932717383
550,18.001001558008802
551,29.94440515302862
552,16.737139129228197
553,16.98577418340196
554,97.02796968319441
555,25.23048311781865
556,26.280868982824064
557,27.24897955891919
558,18.57201898909897
559,13.33041103890493
560,15.992214347219786
561,22.43001540492138
562,12.452317992428032
563,30.133669702746072
564,20.880295409119313
565,-21.96366795391075
566,33.21483988549606
567,16.01021871771046
568,22.200898500345954
569,92.43877221970735
570,22.897885090933578
571,32.28568484348328
572,18.37323983736888
573,21.49380863138293
574,18.512020046658375
575,14.039948501068515
576,20.563592350790277
577,29.387492624180013
578,19.354771189224262
579,-24.687486522840693
580,28.306584682081116
581,-21.10970485485185
582,26.431982828760454
583,19.52117408951196
584,20.06841209049327
585,20.36580043773688
586,19.72721221494286
587,24.766757193660922
588,22.236759219257184
589,26.65202246661962
590,18.65983758974247
591,23.984922611567185
592,24.740644399411273
593,26.534686700143023
594,18.482672031337547
595,22.21255364466957
596,11.79083997793597
597,51.202381665514665
598,20.69083358202772
599,17.19011388040116
600,19.836259299594474
601,15.319300584417086
602,24.20941313554972
603,16.950770403189804
604,25.362476119551303
605,17.887850777575142
606,80.07632286639165
607,16.451058699331696
608,20.91811040535605
609,12.716240321709982
610,19.991896046571114
611,26.291248693744926
612,33.41474659933045
613,24.74701517149331
614,69.83197199004209
615,58.18263574353135
616,18.25362490162638
617,17.826231061543453
618,15.789071413115554
619,28.998458591480986
620,20.939334107805394
621,22.776255085890572
622,22.163797637938544
623,22.896129289634594
624,24.870283300149403
625,13.941389399837952
626,81.57769857574337
627,51.40199889140315
628,92.56744591465639
629,26.04654112856398
630,47.23425873961055
631,63.29295064714783
632,23.4853935627421
633,25.858177984714402
634,91.31092157956587
635,27.232770690257407
636,25.75769809338943
637,27.984375025556446
638,20.3960205366676
639,21.624129902546958
640,26.955319475058904
641,15.904255188808222
642,21.311027699320093
643,98.67434710958875
644,12.391580349584167
645,22.12990181208447
646,18.275943521387667
647,-26.137758965725027
648,25.742963712347873
649,24.462773119576177
650,104.33636659858769
651,22.809636543847432
652,22.739051696325
653,29.805398329832666
654,30.745205652264044
655,20.35304721032108
656,66.89164541296917
657,19.32277811480275
658,20.771737947528727
659,22.388695005258185
660,20.234194883304855
661,26.90362267484928
662,18.943423871168633
663,13.769396031125265
664,25.14462050298041
665,32.392287002056946
666,21.76308977108316
667,26.34605045410951
668,20.361228291252147
669,27.216705840303597
670,27.01613392278824
671,15.999972541515103
672,153.05225710635816
673,32.16334328922365
674,49.098323001703946
675,22.60009415984553
676,41.28342658448686
677,28.54477464610984
678,34.85226843709601
679,26.78400379110428
680,20.159079631461605
681,99.01971046178681
682,22.684967586409513
683,21.994698999814435
684,19.363994872097113
685,25.087001114889908
686,64.76096185644496
687,22.38194064979082
688,20.392826813059493
689,21.20425387408115
690,88.6316237922232
691,25.18411665032917
692,30.32804237931727
693,77.41335042379129
694,23.147084398999613
695,25.38163991571882
696,23.34295618379181
697,32.72722261613309
698,74.6876997051194
699,52.25747303082868
700,21.463366698116644
701,18.68527799300839
702,23.338721315230497
703,21.178717077086883
704,23.05135658748281
705,24.654210452741182
706,13.914380183594801
707,28.093175066315126
708,50.23789452109006
709,20.13446140345734
710,17.52882281464494
711,28.48806666748292
712,22.116733150084094
713,23.825383527722348
714,30.93581738803007
715,19.720408233331238
716,21.098599380184176
717,64.35034882933823
718,39.52794070984419
719,16.652761116684523
720,35.75405264147723
721,24.423214339190423
722,28.288443883422648
723,13.012722536682887
724,53.5520603014796
725,22.092739991938096
726,22.351298682753786
727,24.570611579779776
728,28.45761380049446
729,82.45133311142004
730,20.45478099654941
731,17.01496435619718
732,12.858669520492615
733,25.10667046245073
734,22.186507507848532
735,89.42838310249746
736,26.362026368454103
737,26.266021384936423
738,31.21009680290187
739,20.367784290952237
740,20.68189078398325
741,110.18962090335455
742,30.466293229190445
743,25.707911423474403
744,19.021132538924636
745,70.33241428167389
746,38.556537363170385
747,24.757524514938623
748,26.845589524188902
749,36.76691770197103
750,15.570864671713839
751,23.35678551454359
752,16.076303958812918
753,19.300162087217256
754,12.043297494910579
755,24.99248233048347
756,12.47472626734315
757,33.32052803793331
758,25.79679723527512
759,23.693290656391508
760,27.319519810310474
761,27.82197280608024
762,84.93285556413363
763,20.987195528038622
764,19.41663861331569
765,13.575386437747127
766,20.778793089679596
767,30.7872794701483
768,26.404065870909537
769,18.332979646389656
770,44.061991773620136
771,18.96524728340341
772,18.439385878372594
773,59.98002618767683
774,93.85746796693132
775,21.89273946602352
776,25.040360825613664
777,17.427038173222858
778,20.870827100510805
779,20.45114079469776
780,102.40109130505769
781,28.01961832646639
782,104.60298317427691
783,21.209353857863416
784,25.42411975372662
785,29.850354948330995
786,20.712675233484116
787,19.279534598410418
788,12.436239447576675
789,23.177205695441508
790,24.176131101718934
791,21.177773651887126
792,17.371532364934197
793,27.93958921620495
794,20.96420621312111
795,27.08502755523709
796,23.72002942132356
797,13.1007610926289
798,19.157775401310882
799,15.160547756426908
800,19.673214299514527
801,17.581622976201583
802,28.250632457437646
803,27.619188184399842
804,28.393622468653597
805,16.361134246386197
806,30.77847556023586
807,26.748661461790856
808,29.064241348843737
809,19.176337942941228
810,21.432484334128766
811,64.22604291508542
812,27.140153929638142
813,21.69624542782804
814,29.299870530658467
815,17.797028554487657
816,23.04918264492792
817,98.61537614559805
818,14.430012428435003
819,20.48926837476592
820,30.838124761650384
821,14.51507752145968
822,18.3569541518817
823,28.254349960581937
824,19.384173035392884
825,25.852976967234763
826,31.20741096919996
827,78.66079733124417
828,28.016292732768356
829,31.788080633533234
830,18.876841599040223
831,49.14070864828139
832,18.739008406322064
833,21.792284043584026
834,18.845408874512284
835,15.223454340660393
836,27.881011573712044
837,37.26276049880371
838,20.300929234098415
839,26.198063776451992
840,28.526831733859677
841,23.05054729453891
842,19.085705300458027
843,22.155946234561625
844,16.03060028807597
845,28.723260328225443
846,28.21910825151398
847,23.323359015207927
848,21.78179836253538
849,153.5659525929088
850,19.600144562546358
851,18.997096326902746
852,47.68223119916896
853,22.892446162003452
854,43.112505271441066
855,26.494652285720782
856,19.581592841261312
857,24.266864600676172
858,18.8212632447135
859,25.812074443165663
860,30.849264032811913
861,26.09077598463552
862,49.337958914299776
863,14.678216028334319
864,22.210573278639597
865,19.757150109363195
866,23.45545403743217
867,18.103947182797143
868,33.359956348592235
869,12.442638833149566
870,24.422989848237805
871,20.974887947334203
872,25.146392363826404
873,24.05405808786626
874,26.582471946297467
875,21.164797516409216
876,22.16049602616684
877,21.801880417773113
878,105.99819622931048
879,26.81482790101657
880,21.970952257239723
881,15.816395262679944
882,21.096960743921777
883,56.72645632074435
884,77.49196679943964
885,31.403951371356154
886,24.271307256699057
887,50.73048932281252
888,24.88345939965194
889,26.355454485236866
890,22.989387465620215
891,22.139379438019148
892,17.492900892142096
893,19.60710996121886
894,67.5758985401706
895,15.423351971951153
896,29.88517860717551
897,24.851807766668966
898,32.24323524502728
899,20.532541622982336
900,23.39395237587475
901,26.05678161948786
902,18.654876116364317
903,26.57384884803945
904,30.695367240578186
905,79.546339097951
906,30.84290088226274
907,26.879412446941863
908,22.745947796681946
909,30.059359810488044
910,28.96937577572484
911,27.983607399648974
912,13.131677534648944
913,20.659391531845305
914,15.93731479963163
915,12.152964664156325
916,17.723044701596194
917,31.377366965068024
918,21.566802646977152
919,22.229052139867797
920,25.096808022139676
921,14.521779356780904
922,26.313208107130457
923,23.635083504414013
924,20.167173453568804
925,29.452872246606685
926,66.2806912459009
927,15.142111216332403
928,85.711225564431
929,25.27842732151849
930,18.86142979628968
931,27.072067043257093
932,19.44342184831856
933,21.42181603661032
934,21.99848443351006
935,30.345609385145494
936,17.621967118593236
937,27.525414149965687
938,63.62497076106012
939,28.158014308325992
940,22.232192946884016
941,22.049478483773957
942,91.00567803586034
943,17.657596337210993
944,43.363363554947696
945,50.17895192168575
946,29.82944862440001
947,23.62948683981771
948,24.186645946319224
949,31.94552365422538
950,18.81085191895597
951,22.83659033404373
952,26.356637999209998
953,26.476006214996822
954,18.388832920771524
955,29.88375828858571
956,18.333108552359928
957,14.456254491116955
958,23.36787492463167
959,22.648733711983702
960,21.555084033904883
961,16.4472174834563
962,17.11881556731487
963,27.471292157611785
964,14.14678652117491
965,19.53863342646985
966,22.160217096652577
967,17.297778814057335
968,42.28057206800035
969,24.132050917982028
970,23.14582180962961
971,25.49271050005561
972,16.236991745008346
973,23.04467454132782
974,28.200281803963726
975,21.017165189632617
976,19.65793693557465
977,22.419191485511316
978,25.407117046553847
979,100.31055441895143
980,42.482569352144566
981,53.78311731625902
982,27.890322308457268
983,19.97151041606279
984,20.889312962161508
985,30.05680135210108
986,27.41159038186948
987,25.92617860028858
988,20.72315247261224
989,18.15538582513714
990,22.580407693869425
991,26.147114255382878
992,41.91459029304622
993,21.840941371703742
994,27.288869604577087
995,21.511330212252645
996,24.438530690507612
997,26.773706287559687
998,22.1927180640443
999,142.6986864613629
1000,18.95237359278252
